id,startup_id,tipo,titulo,conteudo_texto,url_fonte,data_publicacao
doc-09-3,startup-09,noticia,"Com Inteligencia Artificial, Portal Telemedicina leva medicina especializada para areas rurais","Para quem mora em grandes cidades e centros urbanos, e facil ter acesso a hospitais e medicos especialistas. Mas, para muitas comunidades rurais, a realidade e de pouco acesso a clinicas e doutores. Para ajudar a resolver esse problema, o empreendedor Rafael Figueiroa criou o Portal Telemedicina. A empresa utiliza tecnologias avancadas em busca da reducao drastica das barreiras de tempo e custo que impedem o acesso a tratamentos de saude adequados. O Portal Telemedicina participou, no inicio de 2017, do Launchpad Accelerator, programa de aceleracao de startups do Google. Hoje, mais de 500 clinicas rurais e grandes instituicoes de assistencia medica espalhadas pelo Brasil e por Angola usam a tecnologia do portal. ""Vou te dar um exemplo: com a nossa tecnologia, um paciente que vive em uma area rural no meio da floresta tropical brasileira pode ir ate a clinica local e fazer um raio-X. Com poucos cliques, enfermeiras da clinica enviam as informacoes pela nuvem para especialistas no centro urbano de Sao Paulo."" A plataforma de telediagnostico permite que especialistas facam analises mais rapidas e precisas com a ajuda da Inteligencia Artificial, que e usada no diagnostico de milhares de pacientes todos os dias. O sistema checa se a avaliacao do medico bate com as previsoes realizadas pela IA e, em caso de discrepancia, os exames sao enviados automaticamente para tres outros doutores como forma de reduzir as chances de erro. ""Nossa plataforma usa um historico de mais de 30 milhoes de exames e diagnosticos para aprender e consultar.""",https://startup.google.com/intl/pt-BR_ALL/alumni/stories/portal-telemedicina/,nao encontrado
doc-10-1,startup-10,noticia,Robo Laura: a startup curitibana que ja salvou 24 mil vidas no Brasil,"Unir tecnologia a missao de salvar vidas e uma tarefa complicada, principalmente em um pais com dimensoes continentais e realidades socioeconomicas tao distintas como o Brasil. Mas foi com essa premissa que a startup Laura deu o primeiro passo ao digitalizar - e facilitar - o cuidado de pacientes em hospitais na regiao Sul do pais. Tudo comecou em 2010, quando o empreendedor Jacson Fressatto perdeu a sua filha recem-nascida diagnosticada com sepse - termo clinico para infeccoes generalizadas potencialmente perigosas. A ausencia de informacoes tornou impossivel um diagnostico antecipado. E foi nesse cenario que o empreendedor decidiu agir. Em 2016, ele fundou a Laura, empresa curitibana de tecnologia que desenvolve inteligencia artificial para a area da saude. A empresa criou uma plataforma que auxilia medicos nos cuidados com pacientes em internacao. O foco inicial da ajudante tecnologica, tambem carinhosamente apelidada de ""Laura"", era indicar a equipe medica sobre possiveis casos de sepse dentro dos hospitais. Como um virus do bem, a Laura se conecta aos prontuarios eletronicos e monitora os relatorios de saude e informacoes clinicas de cada paciente e, ao identificar qualquer piora ou anormalidade, gera um alerta para a equipe medica. Nessa logica de ""machine learning"", ou aprendizado de maquina, a robo analisa mais de 90 variaveis. Desde entao, a Laura soma resultados positivos: entre outubro de 2016 e maio de 2020, foram 8,6 milhoes de pessoas atendidas e 24 mil pessoas salvas.",https://gazzconecta.com.br/gazz-conecta/robo-laura-tecnologia-e-saude/,2021-02-18
doc-10-2,startup-10,blog,Hospital digital: 4 tendencias para acompanhar no mundo pos COVID-19,"E sempre melhor estar um passo a frente, nao importa o setor. Mas, quem pensa no futuro, precisa estar anos luz a frente, imerso em tecnologia, minerando um grande volume de dados e se antecipando ao que esta por vir. Essas sao as caracteristicas de um hospital digital. A grande tendencia para hospitais no pos-crise e a Transformacao Digital. A Transformacao Digital, em pleno 2021, nao e mais um diferencial, mas uma obrigacao. Abaixo alguns motivos para aplicar a Transformacao Digital no seu hospital: reduzir custos; otimizar processos; atualizar os servicos; diminuir erros operacionais; melhorar a qualidade do servico; aumentar a eficiencia dos sistemas. 2 Monitoramento a distancia: o acompanhamento remoto e outra grande novidade. Um medico nao pode ficar o dia todo monitorando o estado do paciente, mas um robo pode, e eles estao fazendo isso ha algum tempo. 3 Analise preditiva: a Inteligencia Artificial possui inumeras aplicacoes na area de saude. Aplicada a saude, a avaliacao preditiva pode, por exemplo: construir o perfil de saude do paciente; mapear regioes com maior incidencia de determinadas patologias; prever taxas de ocupacao dos leitos; aplicar a medicina preventiva para evitar deterioracao clinica. Essa e mais uma solucao disponivel na Laura que, logo nos primeiros dois anos de funcionamento, ajudou a detectar mais de 9 mil quadros alarmantes de forma antecipada. A Laura consegue antecipar em ate 12 horas o alerta de deterioracao clinica do paciente.",https://laura-br.com/blog/hospital-digital-4-tendencias-para-acompanhar-no-mundo-pos-covid-19/,2021-05-24
doc-10-3,startup-10,noticia,Laura Care consolida sua posicao como lider em saude digital,"A Laura Care e a healthtech brasileira que criou e implementou uma inteligencia artificial para transformar a gestao de saude, tendo impactado mais de 60 mil vidas desde sua fundacao, em 2016. Suas solucoes tecnologicas, como o Robo Laura, ja realizaram mais de 13 milhoes de atendimentos, abrangendo mais de 4 milhoes de pacientes unicos, e tem ajudado a otimizar os sistemas de saude com foco na reducao de custos e no aumento da eficiencia operacional. Alem disso, suas tecnologias ja geraram uma economia superior a R$ 1 bilhao para os clientes. ""A Laura Care transforma a relacao entre tecnologia e saude em eficiencia. Usamos a inteligencia artificial para salvar vidas e otimizar recursos de forma etica e humanizada"", destaca Jacson Fressatto, criador do Robo Laura e CEO da startup Laura. O Robo Laura e a IA brasileira pioneira no mercado de saude. Trata-se de uma plataforma que analisa dados em tempo real para detectar padroes de risco, focando em deterioracao clinica versus processos de atendimento pre-estabelecidos, como casos de sepse, uma das principais causas de mortalidade hospitalar. Com algoritmos preditivos, que analisam automaticamente e processam os dados historicos dos pacientes, o Robo Laura identifica sinais de alerta e comunica as equipes assistenciais de 10 horas ate 3 dias de antecedencia sobre o risco clinico. Nos hospitais, o Robo Laura promove uma melhora na eficiencia operacional dos times assistenciais de ate 80% na otimizacao de tempo e processos e uma reducao de ate 42% no tempo medio de atendimento dos pacientes em leitos.",https://medicinasa.com.br/laura-care-edicao29/,2025-03-07
doc-11-1,startup-11,site institucional,Sobre o Jusbrasil,"Nos transformamos o acesso a justica por meio da tecnologia. No meio do caminho para uma sociedade mais justa, milhoes de brasileiros se deparam com um abismo entre ter um direito e torna-lo parte de suas vidas. Para muitos, a palavra justica se resume aos tribunais, mas para nos ela deveria fazer parte das escolhas diarias de qualquer pessoa. E o que falta nesse percurso? Acesso, confianca e compreensao acerca da informacao. O Jusbrasil tem como missao oferecer acesso rapido e facil a informacao juridica de alto valor. Nosso compromisso e com todas as pessoas que precisam tomar decisoes com maior qualidade e seguranca, construindo uma sociedade mais justa e com maior confianca social. Somos uma empresa brasileira de tecnologia, fundada em 2008, na cidade de Salvador. Trabalhamos com solucoes que visam a organizacao, estruturacao e disponibilizacao de informacoes juridicas publicas e abertas, o que com certeza nos da uma base solida para contribuir com a evolucao do Direito brasileiro. Com cerca de 30 milhoes de pessoas acessando nossa plataforma todos os meses e mais de 80% dos advogados brasileiros cadastrados, servimos solucoes aos profissionais do direito, departamentos juridicos, empresas e pessoas que buscam por seus processos. Em nossos times, cultivamos um ambiente de trabalho flexivel, colaborativo e centrado em resultados, onde cada individuo e valorizado por suas contribuicoes e habilidades.",https://sobre.jusbrasil.com.br/,nao encontrado
doc-11-2,startup-11,site institucional,Pesquisa Juridica que Transforma - Jusbrasil,"Comece sua pesquisa juridica no Jusbrasil. Busque por Doutrina, Jurisprudencia, Pecas Processuais e Modelos tudo em um so lugar. Jus IA: o assistente juridico que pensa com voce. Descreva o seu caso ou questao de pesquisa em linguagem natural e o Jus IA cuida do resto: interpreta o que voce precisa, realiza multiplas buscas, analisa os resultados e entrega apenas os julgados realmente relevantes. Jurisprudencia unificada: pesquise decisoes de STF, STJ, TRFs e TJs com atualizacao diaria. Pecas Processuais: encontre pecas processuais reais e validadas em tribunais de todo o Brasil. Modelos: o acervo de modelos do Jusbrasil reune documentos produzidos e compartilhados por membros da comunidade juridica. Doutrina: encontre trechos relevantes em obras juridicas sem folhear volumes. Legislacao: o acervo de legislacao do Jusbrasil reune Leis, Codigos, Decretos, Emendas, Medidas Provisorias. Diarios Oficiais: pesquise por nome, numero de processo ou orgao emissor. +96 Tribunais em uma so busca. +250 milhoes de julgados no nosso acervo. Assinantes tem acesso ampliado e recursos adicionais, incluindo citacoes ja formatadas em formato ABNT.",https://www.jusbrasil.com.br/pesquisa-juridica,nao encontrado
doc-11-3,startup-11,release,Jusbrasil lanca Jus IA para aumentar a confianca no uso de inteligencia artificial no Direito,"O Jusbrasil, maior plataforma de inteligencia juridica do pais, anuncia o lancamento do Jus IA, assistente juridico baseado em Inteligencia Artificial Generativa criado para elevar a qualidade das respostas e tornar o uso da IA mais confiavel no Direito. Desenvolvido sobre a maior base de informacao juridica do Brasil, com mais de 1,2 bilhao de documentos, o Jus IA garante respostas diretamente fundamentadas em normas, decisoes e jurisprudencia, minimizando riscos de respostas incorretas. Esse diferencial reduz drasticamente a chance de erros e oferece previsibilidade para advogados, escritorios e departamentos juridicos. ""O grande desafio da IA no Direito nao e velocidade, mas confiabilidade"", afirma Marcelo Alcantara, CPO do Jusbrasil. Pesquisa feita pela OAB SP, Jusbrasil, Trybe e ITS Rio aponta que 68% dos profissionais do Direito consideram essencial a supervisao humana para garantir precisao. Alem de ser amparado na maior base de dados juridicos do Brasil, o assistente e continuamente aprimorado por especialistas do Direito em um processo conhecido como Human-in-the-Loop (HITL). O Jus IA traz inicialmente tres habilidades: Fazer Pergunta Juridica (pesquisa conversacional), Criar Documento (geracao de peticoes e contestacoes) e Analisar Referencias (verificacao de citacoes juridicas). ""O Jusbrasil sempre teve como missao estruturar e democratizar o acesso a informacao juridica"", diz Luiz Paulo Pinho, cofundador.",https://sobre.jusbrasil.com.br/releases/jusbrasil-lanca-jus-ia-para-aumentar-a-confianca-no-uso-de-inteligencia-artificial-no-direito,2025-03-20
doc-12-1,startup-12,site institucional,Get to know Blip - Quem somos,"WHO WE ARE. We turn conversations into meaningful connections. More than 20 years ago, we started with a simple goal: to make communication easier. Today, we are the leading platform helping brands build more human relationships through Artificial Intelligence. BLIP TIMELINE. Our Evolution. We haven't just kept pace with technology - we've helped shape it. The operating system behind our culture. Vision, Infinite Learning, Organizational Design, Management Model and Impact shape how we evolve, collaborate and create value. Blip.Higher - We think big and stay ahead of the curve, challenging assumptions and innovating with purpose to drive continuous growth. Blip.Be - We put people first, fostering meaningful connections and creating a safe environment built on diversity, respect and continuous development. Blip.Excellence - We master our craft and take ownership, always striving to exceed expectations and deliver exceptional experiences. Blip.Efficient - We focus on what matters most, eliminating unnecessary complexity and using simplicity to solve complex challenges efficiently. Blip.Team - We value the collective over the individual, building high-performing teams that collaborate and celebrate achievements together. Blip.Ownership - We act with initiative and autonomy, making data-driven decisions and taking responsibility for our outcomes. +25 years leading the conversational technology market across Brazil and Latin America. 80 MM active contacts managed through the platform, connecting brands and consumers. 32 countries with an active presence, including Brazil, Mexico and Spain. + 4k brands have already invested in Blip solutions to transform their digital communications. Global presence with Brazilian roots. Founded in Belo Horizonte, we now connect brands and people across three countries. Belo Horizonte - Sede Global (HQ). Sao Paulo - Hub de Negocios. Madrid - Expansao Internacional. Cidade do Mexico - Expansao Internacional.",https://www.blip.ai/en/about-us/,nao encontrado
doc-12-2,startup-12,vaga,Carreiras Blip - De um Blip na sua carreira,"Trabalhe Conosco. De um Blip na sua carreira. Voce sonha em transformar o mundo por meio da tecnologia? Entao de um Blip na sua carreira! Pagina inicial. Institucional. Carreiras. O proximo passo da sua carreira esta em um Blip! Confira abaixo nossas vagas abertas e escolha a que da maior match com o seu perfil! Carregando vagas... Aqui, cada conversa pode mudar o mundo. Um time diverso, curioso e apaixonado por criar experiencias inteligentes com tecnologia. Blip.OS. Nosso sistema operacional de cultura. O Blip.OS e a nossa bussola que conecta nossa essencia com o dia a dia, permitindo evolucao constante sem perder o que nos trouxe ate aqui. Vision: Estar sempre a frente. Levamos nossa visao de 100% das empresas do mundo com contatos inteligentes para o ecossistema de IA conversacional. Infinite Learning: Aprendizado continuo acelerado. Organizational Design: Estruturas eficientes e especializadas. Management Model: Alinhamento dinamico. Impact: Tecnologia com causa. Conheca os nossos valores. O motor comportamental. Blip.Higher: Sonhamos grande e estamos sempre um passo a frente. Blip.Be: A Blip e feita por e para pessoas. Blip.Excellence: Entregamos com excelencia para gerar resultados extraordinarios. Blip.Simple: Simplicidade e o ultimo grau de sofisticacao. Blip.Team: Nosso time e a Blip! Blip.Ownership: Empreendemos o futuro todos os dias. Na Blip, a tecnologia e feita por pessoas, e e por elas que tudo comeca. Nossa cultura e viva, colaborativa e curiosa. Diversidade: Todas as pessoas tem lugar na Blip. A gente acredita que as melhores ideias nascem quando diferentes perspectivas se encontram. 48.5% de mulheres em cargos de lideranca na Blip. 24,3% dos Blippers sao LGBTQIAPN+ e 14% em cargos de lideranca. 20% das liderancas sao pretas ou pardas. Beneficios Blip: Valorizamos a trajetoria de cada Blipper.",https://www.blip.ai/carreiras/,nao encontrado
doc-12-3,startup-12,noticia,"Blip acelera internacionalizacao, faz a primeira aquisicao no Mexico e finca os pes na Europa","A Blip, antes conhecida como Take Blip, deu mais um passo em seu processo de internacionalizacao e esta anunciando a compra da startup mexicana Gus. Na lista de solucoes, estao plataformas capazes de substituir os SMS, gerenciando as conversas em aplicativos como o WhatsApp e Instagram. Criada em 1999, em Belo Horizonte, Minas Gerais, a companhia tem quase 4.000 clientes, que usam os seus servicos em mais de 170 paises. A empresa iniciou a expansao internacional entrando no Mexico nos ultimos meses, com a abertura de uma operacao propria. Com a aquisicao da Gus, 60 profissionais serao incorporados ao negocio no Mexico. A startup tem ainda 20 pessoas em seu escritorio em Madri, na Espanha. Essa e a segunda aquisicao na historia na Blip. Em janeiro de 2022, a empresa anunciou a compra da Stilingue. Em 2023, a Blip deve registrar um crescimento no faturamento em torno de 50%, mesmo percentual estimado para 2024. Em termos de receita anual, a empresa vai fazer R$ 740 milhoes de reais, alta de 23% sobre 2022.",https://exame.com/negocios/blip-faz-a-sua-primeira-aquisicao-no-mexico-e-ainda-finca-os-pes-na-europa/,2023-12-18
doc-13-1,startup-13,site institucional,Weni - pagina oficial da organizacao no GitHub (weni-ai),"Weni Platform is an open-source product that contemplates a set of tools, including state-of-the-art AI models, that enable and potentialize individuals and organizations to solve communication problems and generate impact at scale by building their own automation in a visual and low-code web platform. Website: https://weni.ai. Contact: support@weni.ai. Repositorios publicos da organizacao: bothub-webapp - Vue-based frontend; bothub-engine - Python backend for AI models; weni-engine - Python backend managing organization business rules; weni-cli - Python command-line tool; rapidpro - Forked project enabling visual creation of scalable messaging applications; bothub-nlp - Python NLP service; weni-webapp - Vue frontend for organization management; chats-webapp - JavaScript human service module; floweditor - TypeScript flow editing tool; nexus-ai - Python repository. Total de 138 repositorios publicos disponiveis. Weni contributing guidelines: Thank you for your interest in contributing to Weni Platform! These guidelines help contributors to our projects understand our workflow and how to contribute to our projects. Following these guidelines helps communicate that you respect the time of the developers managing and developing this open source project. There are different ways to contribute to a project. The core team at Weni Platform reviews pull requests on a weekly basis.",https://github.com/weni-ai,nao encontrado
doc-13-2,startup-13,noticia,VTEX compra Weni,"A VTEX, uma das maiores empresas de e-commerce do pais, anunciou a aquisicao da Weni. Segundo apunta o Brazil Journal, no entanto, a compra custou menos de US$ 5 milhoes. Sediada em Maceio, no Alagoas, a Weni foi fundada em 2012. A companhia conta com cinco fundadores: Leandro Neves (CEO), John Cordeiro (head de produto e tecnologia), Daniel Amaral (CFO), Bruno Amaral (head de marketing) e Rinaldo Amaral (head de customer service). Entre os usuarios da ferramenta estao cerca de 160 clientes, incluindo nomes como Stone, Raizen e Cruzeiro do Sul. Agora, com a aquisicao, a Weni segue como uma unidade de negocios independente dentro da VTEX. A novidade sera oferecida para todos seus 2,6 mil clientes, com expectativa de que, inicialmente, entre 20% a 30% da base adote a solucao. A plataforma de comercio digital VTEX anunciou a aquisicao da Weni, startup de Maceio (AL) que desenvolveu uma solucao de customer experience baseada em inteligencia artificial para marcas e varejistas enterprise. Fundada em 2012, a Weni integra hiperautomacao e dados aos canais conversacionais para ajudar as empresas a fidelizar clientes e reduzir custos.",https://www.baguete.com.br/noticias/vtex-compra-weni,2024-09-03
doc-13-3,startup-13,noticia,Empresa alagoana passa a fazer parte da e-commerce VTEX,"Uma empresa genuinamente alagoana e sediada no Centro de Inovacao do Polo Tecnologico (CIPT) tera sua atuacao em uma das maiores empresas de e-commerce do pais, a VTEX. Com essa aquisicao, a Weni passa a ser uma unidade de negocios independente dentro da VTEX, onde seus fundadores atuarao como executivos, com solucoes de Inteligencia Artificial (IA) aplicadas a comunicacao com foco em customer experience. Para o co-fundador da Weni, Bruno Amaral, essa parceria e fundamental para levar a Weni a outros niveis. ""Estamos super empolgados com essa nova fase da Weni unindo forcas com a VTEX. Essa parceria e uma chance incrivel para a gente levar a Weni para um proximo nivel, revolucionando a experiencia do cliente no mundo do comercio digital."" Ja para o secretario da Ciencia, Tecnologia e Inovacao (Secti), Silvio Bulhoes, o potencial de Alagoas na area, que vem crescendo nos ultimos anos, tem se tornado exemplo para o pais e para o mundo. ""Com mais investimentos em tecnologia e inovacao, garantidos pelo governador Paulo Dantas, estamos conseguindo avancar, ainda mais, e mostrar o potencial de Alagoas para o mundo. Possuimos no nosso Estado grandes empresas que sao destaque por onde passam, a exemplo da Weni, Hand Talk, Trakto, entre outras.""",https://tribunahoje.com/noticias/ciencia-e-tecnologia/2024/09/05/143378-empresa-alagoana-passa-a-fazer-parte-da-e-commerce-vtex,2024-09-05
doc-14-1,startup-14,site institucional,Tako - Payroll and HR with AI,"AI agents that handle operations so your team can focus on work that matters. Tako - Payroll and HR with AI. The AI that runs the full HR cycle, from hiring to offboarding. It unlocks the operation, powers growth and turns every people move into intelligence. Trusted by hundreds of companies. NPS +80 - World-class satisfaction. Zero churn - Never lost a customer. SOC 2 Type 1 - Information security. Two products. One HR operation. Payroll & People Ops and Tako Recruiter run on the same infrastructure to cut rework. Payroll & People Ops: AI agents that run the full employee journey, with deterministic real-time calculation. 70% faster payroll closing. Billions processed in payroll. Tako Recruiter: Agents that interview every candidate. 40% of candidates interview outside business hours. +80 NPS among candidates. The Analyst agent: Ask payroll what you would ask an analyst. The labor law layer: Labor law, alive inside payroll. Otto is the layer of the CLT, collective agreements, eSocial and case law. The Tako MCP: Tako's intelligence, wherever you want it. Solutions for every area. Schedule a demo. See how Tako can transform your HR operations. Freedom to build. Versao em portugues: Agentes de IA que cuidam da operacao para seu time focar no trabalho que vale a pena. IA para RH. A IA que opera o ciclo completo de RH, da admissao ao desligamento. Dois produtos. Uma operacao de RH. Folha que fecha sozinha, com menos custo e sem erros. 70% mais rapido no fechamento. Agentes que entrevistam cada candidato. Pergunte da folha o que voce perguntaria a um analista. A legislacao trabalhista, viva dentro da folha.",https://tako.ai/en/,nao encontrado
doc-14-2,startup-14,noticia,Tako capta mais R$ 100 milhoes para reinventar a folha com AI,"Apenas nove meses apos receber seu primeiro aporte, a Tako - uma ""HR tech"" voltada a simplificar as folhas de pagamento - acaba de levantar R$ 100 milhoes em uma rodada Serie A. O investimento foi liderado pela Ribbit Capital e teve a participacao da a16z e da ONEVC - tres nomes que participaram da primeira rodada no fim do ano passado. Segundo o cofundador Sebastian Mejia, o novo aporte aconteceu mais rapido do que esperado por uma visao mais proativa dos proprios investidores para os planos de longo prazo da companhia, que surgiu para ser uma especie de ""cerebro do departamento de RH"". A Tako foi fundada no fim de 2022 pelo colombiano Mejia e o brasileiro Fernando Gadotti, cofundadores de Rappi e DogHero, respectivamente. A meta: resolver os problemas no processamento de folhas de pagamento das empresas brasileiras. O Brasil tem um dos sistemas trabalhistas mais complexos do mundo e o fechamento da folha chega a levar duas semanas por mes nas empresas. A Tako reduz esse processo para poucas horas.",https://braziljournal.com/tako-capta-mais-r-100-milhoes-para-reinventar-a-folha-com-ai/,2025-07-30
doc-14-3,startup-14,noticia,Startup de RH Tako inicia expansao global com IA para recrutamento e mira os EUA,"O ecossistema de startups da America Latina habituou-se a olhar para o proprio umbigo. Na Tako, nova aposta de Fernando Gadotti (co-fundador da DogHero, vendida para a Petlove) e Sebastian Mejia (co-fundador do Rappi), a ordem dos fatores foi invertida desde o inicio. A startup de tecnologia voltada para recursos humanos e operacoes de pessoal esta acelerando o seu plano de internacionalizacao a partir de uma estrutura nos Estados Unidos. A Tako entrou em operacao ha cerca de 20 meses com um portfolio de produtos construido com agentes de IA. Recentemente, o negocio entrou na lista das 100 startups de IA mais promissoras da consultoria americana CB Insights. O vetor da expansao global, porem, e o seu mais recente produto: uma recrutadora de voz baseada em inteligencia artificial generativa, batizada de Nara. Desde o lancamento, a startup levantou R$ 175 milhoes, divididos entre a rodada seed, em 2024, e a Serie A, anunciada em 2025 no valor de R$ 100 milhoes. O negocio tem apresentado um ritmo de crescimento de receita de 6 a 7 vezes ao ano. A sede fica em Sao Paulo, com uma nova base em San Francisco, California.",https://www.bloomberglinea.com.br/startups/startup-de-rh-tako-inicia-expansao-global-com-ia-para-recrutamento-e-mira-os-eua/,2026-06-22
doc-15-1,startup-15,site institucional,Sobre a Gupy: Lider em Tecnologia para RH no Brasil,"Impulsionar o potencial humano. Desde 2015 quebramos barreiras para o RH se reinventar. E estamos so comecando. Sobre a Gupy. A Gupy e a empresa lider em tecnologia para RH no Brasil, e o nosso proposito e impulsionar o potencial humano. Com tecnologia de ponta e um ecossistema de solucoes que inclui Recrutamento & Selecao, Admissao, Educacao Corporativa, Clima & Engajamento e Performance & Desenvolvimento, queremos impulsionar os negocios no Brasil por meio da area de Recursos Humanos. Em nossa posicao de lideranca, estamos a frente do mercado usando tecnologias proprietarias e metodologias inovadoras, sempre quebrando barreiras para o RH se reinventar. Nos orgulhamos de ter desenvolvido a primeira inteligencia artificial para R&S do Brasil, permitindo que empresas encontrem rapidamente os profissionais que tem maior afinidade com as suas vagas. Com tudo isso, queremos desenvolver a mais fluida e eficaz plataforma de RH do mundo. Grandes marcos da nossa historia: 2024 - Gupy atinge a marca de 3 milhoes de pessoas contratadas por meio da sua plataforma de Recrutamento & Selecao. 2023 - Gupy faz a sua terceira aquisicao e compra a startup Pulses, a maior plataforma de Clima & Engajamento do Brasil. 2022 - Gupy adquire a Kenoby, sua maior concorrente no mercado de R&S. Gupy recebe investimento de 500 milhoes de reais, em rodada liderada pelos fundos Softbank e Riverwood. 2021 - Gupy adquire a startup maranhense Niduu e entra para o mercado de Treinamento & Desenvolvimento. 2015 - A Gupy comeca em 2015, em Sao Paulo, quando duas profissionais de RH de uma das maiores empresas do Brasil visualizaram a oportunidade de revolucionar a forma como empresas e candidatos se relacionavam. A Gupy hoje e composta por mais de 750 pessoas espalhadas por todo o Brasil. Temos um escritorio em Sao Paulo, mas somos remote first. Mais de 4.000 empresas em 10 paises impulsionam os seus negocios com a Gupy.",https://www.gupy.io/sobre-a-gupy,nao encontrado
doc-15-2,startup-15,blog,Como os Agentes de IA da Gupy Funcionam: Guia Completo para Pessoas Candidatas,"Agentes de IA da Gupy: como avaliam o seu curriculo. Descubra como os Agentes de IA da Gupy funcionam no processo seletivo. Os agentes de IA da Gupy ajudam na organizacao inicial dos curriculos, analisando experiencias, formacao e habilidades, sem considerar dados sensiveis. Assim, o processo fica mais rapido e justo, aumentando a visibilidade de pessoas candidatas nas oportunidades certas. O que sao os agentes de IA da Gupy: Pense nos agentes de IA como assistentes digitais que ajudam a dar ordem ao volume de inscricoes em um processo seletivo. Eles analisam o curriculo para identificar padroes de compatibilidade com os requisitos de uma vaga. Na Gupy, esses agentes tem um objetivo pratico: aproximar pessoas candidatas e oportunidades de forma eficiente, sem substituir a avaliacao humana, apenas ajudar neste processo. Como os agentes de IA funcionam na pratica: Inscricao e perfil: ao preencher seus dados, suas informacoes entram na plataforma da Gupy. Leitura da vaga: os agentes de IA analisam a descricao e identificam requisitos e habilidades. Cruzamento de dados: o sistema compara seu perfil com o que a vaga pede, buscando afinidade em experiencias, formacao e competencias. Ordenacao inteligente: os agentes de IA organizam uma lista para o time recrutador, priorizando quem parece mais alinhado. Essa etapa e rapida: a Gupy consegue ordenar 100 curriculos por segundo. O que os agentes de IA NAO analisam: Para reduzir vieses e apoiar a diversidade, os agentes sao projetados para ignorar informacoes sensiveis que nao deveriam influenciar a avaliacao. Isso inclui: genero, cor/raca, orientacao sexual, local de origem, nome, idade, CPF, telefone. Ou seja: os agentes de IA apoiam o processo, mas quem decide e sempre o criterio humano.",https://www.gupy.io/inteligencia-artificial,2026-01-30
doc-15-3,startup-15,noticia,Gupy - Google for Startups (historia de alumni),"Toda empresa precisa contratar pessoas. A contratacao e o processo mais importante dos negocios e conhecemos as dores das empresas no Brasil. Nosso algoritmo permite que as empresas passem por milhoes de curriculos. Isso nos permite combinar, classificar e recomendar candidatos para vagas, reduzindo o tempo de contratacao em ate 80%. Podemos facilmente provar o ROI da contratacao atraves da Gupy. De 2017 a 2019, 2020, os VCs finalmente perceberam que havia um universo gigantesco dentro dos recursos humanos. Em 2015, os tres co-fundadores deixaram seus empregos. Quando entramos no Programa de Residencia, tinhamos entre 10 e 15 clientes. Saimos do programa com mais de 50, incluindo grandes clientes. Crescemos muito com o Google. Foi como um selo de aprovacao. Os processos de recrutamento serao muito mais focados na experiencia do candidato. As mulheres representam 50% da empresa em todos os niveis. Fundada em 2015 em Sao Paulo, Brasil, com 600 funcionarios em tempo integral, 22,5 milhoes de usuarios e 2.300 empresas clientes na epoca do perfil.",https://startup.google.com/intl/pt-BR_ALL/alumni/stories/gupy/,nao encontrado
doc-16-1,startup-16,site institucional,Hand Talk - Tecnologias que transformam a acessibilidade digital da sua empresa,"Com o Hand Talk Plugin o site da sua empresa se tornara mais acessivel. Nossos tradutores virtuais conectam sua marca a milhoes de pessoas consumidoras. Torne o site da sua empresa mais acessivel com a Hand Talk. Tecnologias que transformam a acessibilidade digital da sua empresa. Conformidade digital que reduz riscos e aumenta eficiencia. Ferramentas digitais com impacto real. Torne seu site mais acessivel: Transforme os conteudos do seu site com o Hand Talk Plugin, integrando Linguas de Sinais e dezenas de recursos assistivos. Instalacao simplificada. Relatorios de desempenho. Garantia de seguranca e compliance. Aprenda Linguas de Sinais: Eleito o ""Melhor Aplicativo Social do Mundo"" pela ONU, traduza e aprenda uma nova lingua de forma divertida e eficaz com o Hand Talk App. Libras e Lingua de Sinais Americana. Traducao de textos, audios e imagens. Customizacao do personagem. Por que contar com a Hand Talk? Ampla conexao com a comunidade surda e Pessoas com Deficiencia. Inteligencia artificial e alta tecnologia em seus recursos assistivos. Solucoes premiadas e reconhecidas mundialmente por seu impacto. Time completo de especialistas em acessibilidade digital e linguistica. +1000 sites contaram com o Hand Talk Plugin. +10 milhoes downloads no Hand Talk App. +50 milhoes de palavras traduzidas mes. +15 milhoes de pessoas usuarias anualmente. Premiacoes: Gifted Citizen 2016 - Solucao mais inovadora do mundo. IDB Demand Solutions 2014 - Uma das 16 startups mais inovadoras da America Latina. Rio Info 2012 - Startup mais inovadora do Brasil. WSA Mobile Content 2013 - Melhor app social do mundo eleito pela ONU. Hand Talk Tecnologia LTDA, inscrita no CNPJ/MF sob o no 16.918.665/0001-19.",https://www.handtalk.me/br/,nao encontrado
